D003C07,D003,D00301,GIS프로그래밍기초,2,2,30,수7,C134
D003C08,D003,D00302,공간구조론,3,4,30,수6,C135
D003C09,D003,D00303,공간데이터베이스,2,2,30,수5,C136
D003C10,D003,D00304,공간빅데이터분석실습,2,2,30,수4,C207
D003C11,D003,D00305,공간정보 모바일프로그래밍,3,3,30,수3,C212
D003C12,D003,D00306,공간정보분석,2,2,30,수2,C215
D003C13,D003,D00301,공간정보웹프로그래밍,3,3,30,수1,C221
D003C14,D003,D00302,교통네트워크분석활용,3,3,30,금9,C225
D003C15,D003,D00303,도시분석GIS,3,3,30,금8,C233
D003C16,D003,D00304,드론맵핑,2,1,30,목9,C234
D003C17,D003,D00305,비즈니스GIS,3,1,30,수9,C235
D003C18,D003,D00306,사진측량학,3,1,30,수8,C237
D003C19,D003,D00301,위성영상활용,3,1,30,목7,C302
D003C20,D003,D00302,자연환경분석및활용,2,1,30,월4,C303
D003C21,D003,D00303,재해정보시스템,3,1,30,금5,C304
D003C22,D003,D00304,지능형교통체계,3,3,30,금4,C305
D003C23,D003,D00305,지도학,3,3,30,목8,C306
D003C24,D003,D00306,지적측량실습,3,1,30,월5,C311
D003C25,D003,D00301,창업실습,2,2,30,화4,C312
D003C26,D003,D00302,창업실습,2,1,30,화7,C316
D003C27,D003,D00303,캡스톤디자인기획,3,1,30,화6,C321
D003C28,D003,D00304,캡스톤디자인제작,2,2,30,금6,C325
D003C29,D003,D00305,환경정보시스템,3,3,30,월7,C326
D003C30,D003,D00306,GIS구축방법론,3,3,30,화9,C327
D003C31,D003,D00301,GIS모델링,3,3,30,목3,C335
D003C32,D003,D00302,GIS소프트웨어개발,2,2,30,금1,C401
D003C33,D003,D00303,GIS소프트웨어개발실무,3,3,30,화8,C402
D003C34,D003,D00304,GIS소프트웨어기초,2,2,30,월9,C403
D003C35,D003,D00305,GIS소프트웨어활용,2,2,30,목4,C404
D003C36,D003,D00306,GIS컨설팅,3,3,30,목1,C405
D003C37,D003,D00301,GIS프로그래밍활용,2,2,30,금3,C406
D003C38,D003,D00302,GNSS기초측량,3,3,30,목2,C412
D003C39,D003,D00303,GNSS응용측량,3,4,30,금2,C413
D004D01,D004,D00401,기초물리학및실험1,3,1,30,화1,A104
D004D02,D004,D00402,대학수학1,3,1,30,월1,A107
D004D03,D004,D00403,컴퓨터프로그래밍,3,1,30,화3,A112
D004D04,D004,D00404,창의발상,3,1,30,월2,A114
D004D05,D004,D00405,기초물리학및실험2,3,1,30,화2,A116
D004D06,D004,D00406,대학수학2,3,1,30,월3,A117
D004D07,D004,D00407,응용컴퓨터프로그래밍,3,1,30,수7,A122
D004D08,D004,D00401,객체지향프로그래밍1,2,2,30,수6,A123
D004D09,D004,D00402,기초회로실험,2,2,30,수5,A124
D004D10,D004,D00403,공업수학,3,2,30,수4,A125
D004D11,D004,D00404,암호수학개론,3,2,30,수3,A127
D004D12,D004,D00405,ICT융합트렌드,3,2,30,수2,A132
D004D13,D004,D00406,디지털공학,3,2,30,수1,A134
D004D14,D004,D00407,회로이론,3,2,30,금9,A137
D004D15,D004,D00401,객체지향프로그래밍2,2,2,30,금8,A203
D004D16,D004,D00402,디지털회로설계,2,2,30,목9,A217
D004D17,D004,D00403,이산수학,3,2,30,수9,A223
D004D18,D004,D00404,확률및통계,3,2,30,수8,A226
D004D19,D004,D00405,융합디지털미디어,3,2,30,목7,A231
D004D20,D004,D00406,전자회로,3,2,30,월4,A304
D004D21,D004,D00407,IPP(장기현장실습)1,15,3,30,금5,A305
D004D22,D004,D00401,IPP(장기현장실습)5,3,3,30,금4,A306
D004D23,D004,D00402,IPP(장기현장실습)6,3,3,30,목8,A323
D004D24,D004,D00403,모바일프로그래밍,3,3,30,월5,A325
D004D25,D004,D00404,알고리즘,2,3,30,화4,A327
D004D26,D004,D00405,디지털신호처리,3,3,30,화7,A333
D004D27,D004,D00406,데이터통신과네트워킹,3,3,30,화6,A334
D004D28,D004,D00407,전자회로설계,3,3,30,금6,A335
D004D29,D004,D00401,통신공학,3,3,30,월7,A337
D004D30,D004,D00402,스마트UI/UX구현,3,3,30,화9,A402
D004D31,D004,D00403,TCP/IP네트워킹,3,3,30,목3,A411
D004D32,D004,D00404,네트워크정보보안,3,3,30,금1,A415
D004D33,D004,D00405,통신시스템,3,3,30,화8,A416
D004D34,D004,D00406,통신시스템설계실습,3,3,30,월9,A417
D004D35,D004,D00407,IPP(장기현장실습)1,15,4,30,목4,A422
D004D36,D004,D00401,디지털통신실험,3,4,30,목1,A431
D004D37,D004,D00402,웹응용프로그래밍,3,4,30,금3,A432
D004D38,D004,D00403,융합캡스톤디자인1,3,4,30,목2,A433
D004D39,D004,D00404,클라우드서비스,3,4,30,금2,A434
D005E01,D005,D00501,정보통신개론,2,1,30,화1,E105
D005E02,D005,D00502,공학설계입문,3,1,30,월1,E123
D005E03,D005,D00503,프로그래밍1,3,1,30,화3,E132
D005E04,D005,D00504,프로그래밍2,3,1,30,월2,E136
D005E05,D005,D00505,운영체제기초,3,2,30,화2,E137
D005E06,D005,D00506,자료구조와알고리즘,3,2,30,월3,E205
D005E07,D005,D00501,전공진로설계1,3,2,30,수7,E206
D005E08,D005,D00502,정보보호개론,3,2,30,수6,E212
D005E09,D005,D00503,객체지향프로그래밍,3,2,30,수5,E213
D005E10,D005,D00504,데이터베이스기초,3,2,30,수4,E215
D005E11,D005,D00505,소프트웨어공학기초,3,2,30,수3,E216
D005E12,D005,D00506,자료구조실습,3,2,30,수2,E217
D005E13,D005,D00501,컴퓨터네트워크,3,2,30,수1,E221
D005E14,D005,D00502,객체지향프로그래밍실습,3,2,30,금9,E233
D005E15,D005,D00503,시스템보안실습,3,2,30,금8,E237
D005E16,D005,D00504,데이터베이스실습,3,3,30,목9,E301
D005E17,D005,D00505,운영체제구축실습,3,3,30,수9,E303
D005E18,D005,D00506,네트워크구축실습,3,3,30,수8,E307
D005E19,D005,D00501,컴퓨터아키텍처,3,3,30,목7,E312
D005E20,D005,D00502,전공진로설계2,2,3,30,월4,E314
D005E21,D005,D00503,보안프로그래밍,3,3,30,금5,E315
D005E22,D005,D00504,웹퍼블리싱,3,2,30,금4,E321
D005E23,D005,D00505,네트워크운용실습3,3,3,30,목8,E327
D005E24,D005,D00506,리눅스프로그래밍,3,3,30,월5,E335
D005E25,D005,D00501,사물인터넷기술,3,3,30,화4,E401
D005E26,D005,D00502,인터넷프로그래밍3,3,3,30,화7,E404
D005E27,D005,D00503,캡스톤디자인1,3,4,30,화6,E407
D005E28,D005,D00504,빅데이터분석,3,4,30,금6,E412
D005E29,D005,D00505,오픈소스소프트웨어,3,2,30,월7,E415
D005E30,D005,D00506,운영체제,3,2,30,화9,E417
D005E31,D005,D00501,객체지향프로그래밍기초,3,2,30,목3,E421
D005E32,D005,D00502,캡스톤디자인2,3,4,30,금1,E422
D005E33,D005,D00503,사물인터넷,3,4,30,화8,E423
D005E34,D005,D00504,자격증특강,3,4,30,월9,E424
D005E35,D005,D00505,통신소프트웨어실습,3,4,30,목4,E425
