F103,교양학부,30
F105,교양학부,30
F106,교양학부,30
F116,교양학부,30
F117,교양학부,30
F123,교양학부,30
F127,교양학부,30
F135,교양학부,30
F202,교양학부,30
F211,교양학부,30
F212,교양학부,30
F215,교양학부,30
F223,교양학부,30
F231,교양학부,30
F236,교양학부,30
F311,교양학부,30
F312,교양학부,30
F313,교양학부,30
F316,교양학부,30
F321,교양학부,30
F323,교양학부,30
F324,교양학부,30
F326,교양학부,30
F333,교양학부,30
F334,교양학부,30
F406,교양학부,30
F416,교양학부,30
F417,교양학부,30
F436,교양학부,30
F437,교양학부,30
F502,교양학부,30
F503,교양학부,30
F504,교양학부,30
F505,교양학부,30
F511,교양학부,30
F512,교양학부,30
F514,교양학부,30
F521,교양학부,30
F522,교양학부,30
F526,교양학부,30
F527,교양학부,30
F534,교양학부,30
F536,교양학부,30
