11378333,3학년,2학기,3.97
14197821,1학년,1학기,3.43
14197821,1학년,2학기,3.82
13595011,1학년,1학기,2.88
13595011,1학년,2학기,3.1
13595011,2학년,1학기,2.7
13595011,2학년,2학기,3.73
14318522,1학년,1학기,3.37
14318522,1학년,2학기,2.45
13012652,1학년,1학기,2.6
13012652,1학년,2학기,2.79
13012652,2학년,1학기,2.31
13012652,2학년,2학기,3.03
12254976,1학년,1학기,2.19
12254976,1학년,2학기,2.4
12254976,2학년,1학기,3.86
12254976,2학년,2학기,2.02
12254976,3학년,1학기,2.33
12254976,3학년,2학기,2.79
14792530,1학년,1학기,3.62
14792530,1학년,2학기,2.21
14362055,1학년,1학기,2.57
14362055,1학년,2학기,3.48
12294319,1학년,1학기,3.84
12294319,1학년,2학기,2.92
12294319,2학년,1학기,2.31
12294319,2학년,2학기,2.32
14955513,1학년,1학기,3.44
14955513,1학년,2학기,2.89
14955513,2학년,1학기,2.84
14955513,2학년,2학기,3.78
12445808,1학년,1학기,3.89
12445808,1학년,2학기,3.19
12445808,2학년,1학기,2.29
12445808,2학년,2학기,2.08
12445808,3학년,1학기,3.21
12445808,3학년,2학기,2.71
15384232,1학년,1학기,2.17
15384232,1학년,2학기,3.52
15384232,2학년,1학기,2.32
15384232,2학년,2학기,3.2
17708613,1학년,1학기,3.72
17708613,1학년,2학기,3.25
15282866,1학년,1학기,3.76
15282866,1학년,2학기,2.45
15282866,2학년,1학기,2.81
15282866,2학년,2학기,3.62
11424944,1학년,1학기,2.41
11424944,1학년,2학기,3.89
11424944,2학년,1학기,3.33
11424944,2학년,2학기,3.32
11424944,3학년,1학기,2.52
11424944,3학년,2학기,3.22
11657245,1학년,1학기,3.05
11657245,1학년,2학기,3.71
11657245,2학년,1학기,2.26
11657245,2학년,2학기,3.52
11657245,3학년,1학기,3.4
11657245,3학년,2학기,3.48
14699632,1학년,1학기,2.53
14699632,1학년,2학기,2.23
11641950,1학년,1학기,3.36
11641950,1학년,2학기,2.82
11641950,2학년,1학기,3.67
11641950,2학년,2학기,2.18
11641950,3학년,1학기,2.8
11641950,3학년,2학기,3.65
14460634,1학년,1학기,2.62
14460634,1학년,2학기,3.18
14460634,2학년,1학기,2.68
14460634,2학년,2학기,3.24
13930854,1학년,1학기,2.97
13930854,1학년,2학기,3.3
13930854,2학년,1학기,2.55
13930854,2학년,2학기,2.05
13930854,3학년,1학기,2.15
13930854,3학년,2학기,2.67
15013450,1학년,1학기,3.91
15013450,1학년,2학기,3.61
15049016,1학년,1학기,2.53
15049016,1학년,2학기,2.53
17432769,1학년,1학기,3.02
17432769,1학년,2학기,2.18
13066138,1학년,1학기,3.36
13066138,1학년,2학기,2.07
13066138,2학년,1학기,2.13
13066138,2학년,2학기,3.3
13066138,3학년,1학기,2.05
13066138,3학년,2학기,2.14
16531384,1학년,1학기,2.47
16531384,1학년,2학기,3.72
11852038,1학년,1학기,3.61
11852038,1학년,2학기,2.69
11852038,2학년,1학기,2.26
11852038,2학년,2학기,3.29
11852038,3학년,1학기,2.09
11852038,3학년,2학기,3.83
12103024,1학년,1학기,3.6
12103024,1학년,2학기,3.6
12103024,2학년,1학기,2.34
12103024,2학년,2학기,3.94
13004846,1학년,1학기,3.3
13004846,1학년,2학기,2.48
13004846,2학년,1학기,3.23
13004846,2학년,2학기,3.04
12736567,1학년,1학기,3.29
12736567,1학년,2학기,2.53
12736567,2학년,1학기,2.86
12736567,2학년,2학기,3.66
12736567,3학년,1학기,3.49
12736567,3학년,2학기,3.84
14378630,1학년,1학기,2.89
14378630,1학년,2학기,2.98
11267469,1학년,1학기,2.86
11267469,1학년,2학기,3.37
11267469,2학년,1학기,2.47
11267469,2학년,2학기,2.48
11267469,3학년,1학기,2.06
11267469,3학년,2학기,3.56
13074230,1학년,1학기,2.9
13074230,1학년,2학기,2.59
13074230,2학년,1학기,3.02
13074230,2학년,2학기,3.81
11752765,1학년,1학기,2.56
11752765,1학년,2학기,2
11752765,2학년,1학기,2
11752765,2학년,2학기,3.73
11752765,3학년,1학기,3.11
11752765,3학년,2학기,2.65
11931149,1학년,1학기,3.39
11931149,1학년,2학기,3.14
11931149,2학년,1학기,2.08
11931149,2학년,2학기,2.42
11931149,3학년,1학기,3.49
11931149,3학년,2학기,3.74
13739523,1학년,1학기,3.41
13739523,1학년,2학기,3.87
13739523,2학년,1학기,2.75
13739523,2학년,2학기,2.97
13739523,3학년,1학기,3.9
13739523,3학년,2학기,3.49
14886667,1학년,1학기,2.77
14886667,1학년,2학기,3.99
14886667,2학년,1학기,2.13
14886667,2학년,2학기,2.61
13184359,1학년,1학기,2.08
13184359,1학년,2학기,3.01
13184359,2학년,1학기,2.94
13184359,2학년,2학기,3.91
13184359,3학년,1학기,2.4
13184359,3학년,2학기,2.88
14844477,1학년,1학기,3.67
14844477,1학년,2학기,2.43
14844477,2학년,1학기,3.91
14844477,2학년,2학기,3.46
12901487,1학년,1학기,2.16
12901487,1학년,2학기,3.47
12901487,2학년,1학기,2.15
12901487,2학년,2학기,2.4
11765203,1학년,1학기,2.65
11765203,1학년,2학기,2.8
11765203,2학년,1학기,3.9
11765203,2학년,2학기,3.03
11765203,3학년,1학기,3.06
11765203,3학년,2학기,2.05
13839289,1학년,1학기,3.31
13839289,1학년,2학기,3.47
13839289,2학년,1학기,3.46
13839289,2학년,2학기,2.28
12820800,1학년,1학기,3.52
12820800,1학년,2학기,2.91
12820800,2학년,1학기,3.99
12820800,2학년,2학기,3.74
13079407,1학년,1학기,2.88
13079407,1학년,2학기,2.29
13079407,2학년,1학기,3.53
13079407,2학년,2학기,2.81
13296784,1학년,1학기,3.81
13296784,1학년,2학기,3.84
13296784,2학년,1학기,2.1
13296784,2학년,2학기,3.6
15416132,1학년,1학기,2.59
15416132,1학년,2학기,3.97
15416132,2학년,1학기,3.37
15416132,2학년,2학기,3.44
13986653,1학년,1학기,2.13
13986653,1학년,2학기,3.58
13986653,2학년,1학기,3.97
13986653,2학년,2학기,3.23
13434196,1학년,1학기,2.68
13434196,1학년,2학기,3.99
13434196,2학년,1학기,2.93
13434196,2학년,2학기,3.19
11212631,1학년,1학기,3.24
11212631,1학년,2학기,2.32
11212631,2학년,1학기,3.86
11212631,2학년,2학기,2.26
11212631,3학년,1학기,3.84
11212631,3학년,2학기,3.37
15682183,1학년,1학기,2.6
15682183,1학년,2학기,3.64
14014042,1학년,1학기,3.65
14014042,1학년,2학기,2.35
14014042,2학년,1학기,2.81
14014042,2학년,2학기,2.52
17015199,1학년,1학기,3.84
17015199,1학년,2학기,3.41
15793031,1학년,1학기,2.51
15793031,1학년,2학기,2.44
11306963,1학년,1학기,2.07
11306963,1학년,2학기,3.86
11306963,2학년,1학기,2.08
11306963,2학년,2학기,3.22
11306963,3학년,1학기,2.61
11306963,3학년,2학기,3.64
16175774,1학년,1학기,3.66
16175774,1학년,2학기,2.53
13797062,1학년,1학기,3.67
13797062,1학년,2학기,3.18
13797062,2학년,1학기,3.79
13797062,2학년,2학기,2.03
13797062,3학년,1학기,2.46
13797062,3학년,2학기,2.66
13462073,1학년,1학기,3.9
13462073,1학년,2학기,2.69
13462073,2학년,1학기,2.03
13462073,2학년,2학기,3.49
11535881,1학년,1학기,3.58
11535881,1학년,2학기,3.93
11535881,2학년,1학기,2.34
11535881,2학년,2학기,2.58
11535881,3학년,1학기,3.45
11535881,3학년,2학기,3.76
15084064,1학년,1학기,3.49
15084064,1학년,2학기,3.43
15084064,2학년,1학기,3.98
15084064,2학년,2학기,3.72
11798248,1학년,1학기,3.93
11798248,1학년,2학기,2.51
11798248,2학년,1학기,2.05
11798248,2학년,2학기,3.96
11798248,3학년,1학기,3.93
11798248,3학년,2학기,2.99
12483978,1학년,1학기,2.05
12483978,1학년,2학기,2.07
12483978,2학년,1학기,3.39
12483978,2학년,2학기,2.5
12483978,3학년,1학기,3.66
12483978,3학년,2학기,2.38
17621068,1학년,1학기,2.44
17621068,1학년,2학기,3.24
13162049,1학년,1학기,2.01
13162049,1학년,2학기,3.61
13162049,2학년,1학기,2.4
13162049,2학년,2학기,2.48
13162049,3학년,1학기,2.53
13162049,3학년,2학기,3.66
16359322,1학년,1학기,2.03
16359322,1학년,2학기,3.15
11681451,1학년,1학기,3.08
11681451,1학년,2학기,3.14
11681451,2학년,1학기,2.28
11681451,2학년,2학기,2.93
11681451,3학년,1학기,2.55
11681451,3학년,2학기,2.61
14181195,1학년,1학기,3.9
14181195,1학년,2학기,2.04
12753436,1학년,1학기,3.75
12753436,1학년,2학기,2.31
12753436,2학년,1학기,2.46
12753436,2학년,2학기,2.57
16286943,1학년,1학기,3.78
16286943,1학년,2학기,3.49
11273229,1학년,1학기,3.37
11273229,1학년,2학기,2.44
11273229,2학년,1학기,3.65
11273229,2학년,2학기,3.98
11273229,3학년,1학기,2.44
11273229,3학년,2학기,3.52
14729288,1학년,1학기,2.39
14729288,1학년,2학기,2.04
11739179,1학년,1학기,2.34
11739179,1학년,2학기,3.07
11739179,2학년,1학기,3.04
11739179,2학년,2학기,2.24
11739179,3학년,1학기,2.32
11739179,3학년,2학기,3.34
14627490,1학년,1학기,3.27
14627490,1학년,2학기,2.76
14627490,2학년,1학기,2.3
14627490,2학년,2학기,2.63
11793886,1학년,1학기,3.06
11793886,1학년,2학기,2.09
11793886,2학년,1학기,3.27
11793886,2학년,2학기,2.38
11793886,3학년,1학기,2.02
11793886,3학년,2학기,3
15622934,1학년,1학기,2.19
15622934,1학년,2학기,2.49
15622934,2학년,1학기,3.04
15622934,2학년,2학기,3.58
16285891,1학년,1학기,3.02
16285891,1학년,2학기,2.64
11027018,1학년,1학기,2.27
11027018,1학년,2학기,2.28
11027018,2학년,1학기,2.43
11027018,2학년,2학기,3.04
11027018,3학년,1학기,2.94
11027018,3학년,2학기,3.52
14424137,1학년,1학기,2.01
14424137,1학년,2학기,3.88
17959965,1학년,1학기,2.67
17959965,1학년,2학기,2.4
15072331,1학년,1학기,2.02
15072331,1학년,2학기,3.05
15072331,2학년,1학기,3.85
15072331,2학년,2학기,2.38
13448497,1학년,1학기,3.11
13448497,1학년,2학기,3.34
13448497,2학년,1학기,2.82
13448497,2학년,2학기,3.39
13448497,3학년,1학기,2.85
13448497,3학년,2학기,2.88
14720875,1학년,1학기,2.55
14720875,1학년,2학기,3.33
14720875,2학년,1학기,3.08
14720875,2학년,2학기,2.9
14349096,1학년,1학기,3.9
14349096,1학년,2학기,3.23
14349096,2학년,1학기,3.8
14349096,2학년,2학기,2.78
12957105,1학년,1학기,2.57
12957105,1학년,2학기,3.17
12957105,2학년,1학기,3.95
12957105,2학년,2학기,2.44
12957105,3학년,1학기,3.44
12957105,3학년,2학기,3.26
11131598,1학년,1학기,3.41
11131598,1학년,2학기,2.57
11131598,2학년,1학기,2.88
11131598,2학년,2학기,3.27
11131598,3학년,1학기,3.57
11131598,3학년,2학기,2.37
14539585,1학년,1학기,2.94
14539585,1학년,2학기,2.1
14539585,2학년,1학기,3
14539585,2학년,2학기,3.01
16360899,1학년,1학기,2.81
16360899,1학년,2학기,2.46
12383233,1학년,1학기,3.55
12383233,1학년,2학기,2.83
12383233,2학년,1학기,2.47
12383233,2학년,2학기,2.66
12383233,3학년,1학기,2.58
12383233,3학년,2학기,2.58
15344124,1학년,1학기,3.37
15344124,1학년,2학기,2.56
15344124,2학년,1학기,2.9
15344124,2학년,2학기,3.94
12996775,1학년,1학기,3.29
12996775,1학년,2학기,2.45
12996775,2학년,1학기,2.28
12996775,2학년,2학기,2.04
12996775,3학년,1학기,2.72
12996775,3학년,2학기,3.17
17990187,1학년,1학기,3.9
17990187,1학년,2학기,3.88
15601290,1학년,1학기,2.01
15601290,1학년,2학기,2.03
15171261,1학년,1학기,2.53
15171261,1학년,2학기,3.33
15171261,2학년,1학기,2.23
15171261,2학년,2학기,3.3
14493585,1학년,1학기,3.6
14493585,1학년,2학기,2.13
14493585,2학년,1학기,3.27
14493585,2학년,2학기,3.23
14549935,1학년,1학기,2.23
14549935,1학년,2학기,2.66
13745432,1학년,1학기,2.89
13745432,1학년,2학기,3.78
13745432,2학년,1학기,2.79
13745432,2학년,2학기,3.12
13745432,3학년,1학기,2.93
13745432,3학년,2학기,2.21
14171044,1학년,1학기,2.51
14171044,1학년,2학기,2.61
13304838,1학년,1학기,3.51
13304838,1학년,2학기,2.62
13304838,2학년,1학기,3.7
13304838,2학년,2학기,2.53
13304838,3학년,1학기,2.95
13304838,3학년,2학기,2.19
13553749,1학년,1학기,2.74
13553749,1학년,2학기,3.34
13553749,2학년,1학기,2.69
13553749,2학년,2학기,2.96
13553749,3학년,1학기,2.44
13553749,3학년,2학기,3.29
13251716,1학년,1학기,2.56
13251716,1학년,2학기,3.57
13251716,2학년,1학기,2.26
13251716,2학년,2학기,2.95
16427371,1학년,1학기,3.58
16427371,1학년,2학기,3.57
16618942,1학년,1학기,3.41
16618942,1학년,2학기,2.5
12305021,1학년,1학기,2.36
12305021,1학년,2학기,3.09
12305021,2학년,1학기,2.35
12305021,2학년,2학기,3.02
14948513,1학년,1학기,3.45
14948513,1학년,2학기,2.83
14948513,2학년,1학기,3.28
14948513,2학년,2학기,3.24
12448792,1학년,1학기,3.63
12448792,1학년,2학기,2.12
12448792,2학년,1학기,2.57
12448792,2학년,2학기,3.25
15120243,1학년,1학기,3.77
15120243,1학년,2학기,3.41
15207156,1학년,1학기,2.23
15207156,1학년,2학기,2.56
15207156,2학년,1학기,2
15207156,2학년,2학기,3.2
12203949,1학년,1학기,3.76
12203949,1학년,2학기,3.65
12203949,2학년,1학기,3.87
12203949,2학년,2학기,2.73
15729375,1학년,1학기,3.08
15729375,1학년,2학기,2.27
14646440,1학년,1학기,2.11
14646440,1학년,2학기,2.47
14646440,2학년,1학기,2.34
14646440,2학년,2학기,2.52
13617761,1학년,1학기,2.75
13617761,1학년,2학기,2.19
13617761,2학년,1학기,2.63
13617761,2학년,2학기,3.78
15778844,1학년,1학기,3.36
15778844,1학년,2학기,2.69
13753169,1학년,1학기,3.97
13753169,1학년,2학기,3.49
13753169,2학년,1학기,3.99
13753169,2학년,2학기,3.17
13753169,3학년,1학기,3.89
13753169,3학년,2학기,3.51
13121584,1학년,1학기,2.89
13121584,1학년,2학기,3.91
13121584,2학년,1학기,2.67
13121584,2학년,2학기,2.08
13121584,3학년,1학기,2.41
13121584,3학년,2학기,2.13
15047833,1학년,1학기,2.65
15047833,1학년,2학기,2.93
15047833,2학년,1학기,3.47
15047833,2학년,2학기,3.3
12230739,1학년,1학기,3.21
12230739,1학년,2학기,2.04
12230739,2학년,1학기,2.02
12230739,2학년,2학기,3.61
15232515,1학년,1학기,3.5
15232515,1학년,2학기,2.12
15232515,2학년,1학기,3.4
15232515,2학년,2학기,3.47
16669995,1학년,1학기,3.32
16669995,1학년,2학기,2.81
13196023,1학년,1학기,3.62
13196023,1학년,2학기,3.3
13196023,2학년,1학기,3.81
13196023,2학년,2학기,2
13300594,1학년,1학기,2.96
13300594,1학년,2학기,3.55
13300594,2학년,1학기,2.1
13300594,2학년,2학기,2.1
13393244,1학년,1학기,2.23
13393244,1학년,2학기,2.91
13393244,2학년,1학기,3.31
13393244,2학년,2학기,3.15
13393244,3학년,1학기,3.76
13393244,3학년,2학기,3.23
16517090,1학년,1학기,2.57
16517090,1학년,2학기,3.7
12992269,1학년,1학기,3.03
12992269,1학년,2학기,3.73
12992269,2학년,1학기,3.13
12992269,2학년,2학기,3.79
15971759,1학년,1학기,2.06
15971759,1학년,2학기,3.44
12201355,1학년,1학기,2.93
12201355,1학년,2학기,2.4
12201355,2학년,1학기,3.85
12201355,2학년,2학기,3.3
15745182,1학년,1학기,2.62
15745182,1학년,2학기,3.5
15745182,2학년,1학기,2.6
15745182,2학년,2학기,3.85
12630221,1학년,1학기,2.73
12630221,1학년,2학기,2.2
12630221,2학년,1학기,3.68
12630221,2학년,2학기,3.38
15184080,1학년,1학기,2.56
15184080,1학년,2학기,3.49
15184080,2학년,1학기,2.12
15184080,2학년,2학기,3.71
15921192,1학년,1학기,3.45
15921192,1학년,2학기,3.67
15921192,2학년,1학기,3.3
15921192,2학년,2학기,3.51
14228768,1학년,1학기,2.17
14228768,1학년,2학기,2.21
14228768,2학년,1학기,3.41
14228768,2학년,2학기,2.41
11859574,1학년,1학기,2.53
11859574,1학년,2학기,3.93
11859574,2학년,1학기,3.42
11859574,2학년,2학기,3.15
11859574,3학년,1학기,3.57
11859574,3학년,2학기,2.87
14400705,1학년,1학기,3.59
14400705,1학년,2학기,3.42
14400705,2학년,1학기,2.39
14400705,2학년,2학기,2.62
13480648,1학년,1학기,3.69
13480648,1학년,2학기,2.09
13480648,2학년,1학기,2.76
13480648,2학년,2학기,2.35
15680320,1학년,1학기,2.56
15680320,1학년,2학기,3.51
15680320,2학년,1학기,3.34
15680320,2학년,2학기,2
17507015,1학년,1학기,2.03
17507015,1학년,2학기,2.69
11922646,1학년,1학기,2.5
11922646,1학년,2학기,2
11922646,2학년,1학기,2.58
11922646,2학년,2학기,2.26
11922646,3학년,1학기,3.45
11922646,3학년,2학기,2.38
16700398,1학년,1학기,3.2
16700398,1학년,2학기,2.72
16870821,1학년,1학기,2.94
16870821,1학년,2학기,2.92
11209290,1학년,1학기,2.53
11209290,1학년,2학기,2.01
11209290,2학년,1학기,2.46
11209290,2학년,2학기,3.29
11209290,3학년,1학기,2.41
11209290,3학년,2학기,2.27
15843749,1학년,1학기,2.78
15843749,1학년,2학기,2.37
16149993,1학년,1학기,2.04
16149993,1학년,2학기,2.65
15470449,1학년,1학기,3.63
15470449,1학년,2학기,3.24
11822614,1학년,1학기,3.71
11822614,1학년,2학기,3.66
11822614,2학년,1학기,2.28
11822614,2학년,2학기,3.06
11822614,3학년,1학기,2.88
11822614,3학년,2학기,2.36
16152043,1학년,1학기,2.83
16152043,1학년,2학기,2.69
15243346,1학년,1학기,3.25
15243346,1학년,2학기,3.79
17976173,1학년,1학기,3.54
17976173,1학년,2학기,2.11
16900501,1학년,1학기,2.18
16900501,1학년,2학기,2.58
13136519,1학년,1학기,3.45
13136519,1학년,2학기,3.31
13136519,2학년,1학기,2.88
13136519,2학년,2학기,2.81
15235136,1학년,1학기,2.3
15235136,1학년,2학기,2.84
16299900,1학년,1학기,2.98
16299900,1학년,2학기,2.77
14726182,1학년,1학기,2.31
14726182,1학년,2학기,2.26
14726182,2학년,1학기,3.56
14726182,2학년,2학기,2.67
13180083,1학년,1학기,3.97
13180083,1학년,2학기,2.96
13180083,2학년,1학기,3.46
13180083,2학년,2학기,3.71
12939819,1학년,1학기,3.85
12939819,1학년,2학기,2.33
12939819,2학년,1학기,2.76
12939819,2학년,2학기,2.5
12939819,3학년,1학기,2.35
12939819,3학년,2학기,2.63
15084139,1학년,1학기,3.56
15084139,1학년,2학기,3.91
13568668,1학년,1학기,3.53
13568668,1학년,2학기,2.16
13568668,2학년,1학기,3.19
13568668,2학년,2학기,2.3
13568668,3학년,1학기,2.44
13568668,3학년,2학기,3.37
15587871,1학년,1학기,2.59
15587871,1학년,2학기,3.28
12993496,1학년,1학기,3.84
12993496,1학년,2학기,2.02
12993496,2학년,1학기,3.21
12993496,2학년,2학기,3.08
12993496,3학년,1학기,3.78
12993496,3학년,2학기,2.73
14580243,1학년,1학기,3.03
14580243,1학년,2학기,3.48
12037204,1학년,1학기,3.36
12037204,1학년,2학기,2.87
12037204,2학년,1학기,3.63
12037204,2학년,2학기,3.04
11293328,1학년,1학기,2.71
11293328,1학년,2학기,3.61
11293328,2학년,1학기,2.65
11293328,2학년,2학기,3.06
11293328,3학년,1학기,2.96
11293328,3학년,2학기,2.82
